Department,Category,Item Lookup Code,Description,Price
FOOD & BEVERAGE,,6.11269E+11,RED BULL PEACH 12 OZ,57
TOBACCO VAPE,45mg VAPE,78606319,POSH XL ORNG PEACH PINE 10PK,69.99
TOBACCO VAPE,45mg VAPE,78096318,POSH XL PEACH MANGO 10PK,69.99
WRAPS/FILTERS/HEMP/CONES,,008660006073,ZIG ZAG UNBLEACHED 1 1/4 CONE,42.75
SMOKE SUPPLIES,BUTANE,041689301224,ZIPPO LIGHTER FLUID 12OZ,3.25
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO BLUE 16OZ,14
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO BLUE 6OZ,6.5
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO BOLD 16OZ,14
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO BOLD 6OZ,6.5
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO MILD MINT 6OZ,6.5
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO MILD MINT16OZ,14
MEDS/DAILY CARE,,X0040U0Z25,ALKA SELTZER 24T 2PK ,12.5
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO MINT 16OZ,14
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO MINT 6OZ,6.5
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO NATURAL 16OZ,14
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO NATURAL 6OZ,6.5
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO RED 16OZ,14
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO RED 6OZ,6.5
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO SILVER 16OZ,14
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO SILVER 6OZ,6.5
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO YELLOW 16OZ,14
TOBACCO,SMOKE TOBACCO,8.94945E+11,OHM PIPE TOBACCO YELLOW 6OZ,6.5
SUPPLEMENTS,,MG100K,MAGNUM GOLD 100K,35
TOBACCO VAPE,110mg Vape,78622852,POSH 30K FROSTY BLUE 5CT,68.5
TOBACCO VAPE,110mg Vape,78622869,POSH 30K GRAPE LUSH 5CT,68.5
TOBACCO VAPE,110mg Vape,78622913,POSH 30K POM GRAPE 5CT,68.5
TOBACCO VAPE,110mg Vape,78622906,POSH 30K RED DELIGHT 5CT,68.5
TOBACCO VAPE,110mg Vape,78622920,POSH 30K RUBY APPLE 5CT,68.5
TOBACCO VAPE,110mg Vape,78622944,POSH 30K TROPI SUMMER 5CT,68.5
TOBACCO VAPE,70mg VAPE,78600294,POSH MAX5200 MANGOSTRAW 5PK,53.99
TOBACCO VAPE,45mg VAPE,78610316,POSH XL GUM MINT 10PK,69.99
MEDS/DAILY CARE,,3.0045E+11,MOTRIN-IB 24 TABLETS 6CT,28.75
TOBACCO VAPE,70mg VAPE,78643215,POSH MAX5200 FLORIDA APPLE 5PK,53.99
SMOKE SUPPLIES,,8.50029E+11,MOON BUZZ D8 PANAMA RED 12CT,45
,,8.88122E+11,SPANISH FLY HONEY,15
,,6.01574E+11,BLUE RHINO HONEY ,15
SUPPLEMENTS,,7.49612E+11,PREMIUM SWAG HONEY,15
MEDS/DAILY CARE,MISC,7.41639E+11,SWAG PREMIUM GOLD HONEY 12CT,15
,,4.98746E+11,GOLD RHINO HONEY ,15
,,3.69875E+11,SWAG GOLD HONEY 9000K,15
SUPPLEMENTS,,1.39685E+11,SWAG PREMIUM BLUE HONEY 12CT,15
,,7.16165E+11,RAW CONE CLASSIC BLK  1 1/4,45.5
SMOKE SUPPLIES,GRINDERS,012345000829,GRINDER AA-82,4.5
TOBACCO,60CT CIGAR,025900287474,SWISHER SV2 BLUEBERRY60CT,40.99
TOBACCO,60CT CIGAR,071610505056,DUTCH BLEND SAVE ON 2 30CT 2PK,40.99
TOBACCO VAPE,45mg VAPE,78619630,POSH XL CUBAN 10PK 1500 PUFF,69.99
MEDS/DAILY CARE,MISC,073010314092,TAMPAX SUPER 6PK,18.5
WRAPS/FILTERS/HEMP/CONES,,1.08575E+13,BOB MARLEY SOUR APPLE WRAPS,13.5
,,1.08575E+13,BOB MARLEY NATIRAL WRAPS,13.5
,,6.81131E+11,SNOW BRUSH LARGE,4
AUTOMOTIVE,,079976185257,RAIN X 26IN SNOWBURSH 1PK ,4
TOBACCO,60CT CIGAR,8.17127E+11,SHOW DIAMOND 15X5,12.3
TOBACCO,60CT CIGAR,8.17127E+11,SHOW GREEN SWEET 15X5,12.3
SUPPLEMENTS,,6.0925E+11,ZYN 3MG MENTHOL,23
SUPPLEMENTS,,6.0925E+11,ZYN 3MG WINTERGREEN 5CT,23
SUPPLEMENTS,,6.0925E+11,ZYN 6MG CHILL 5CT,23
SUPPLEMENTS,,6.0925E+11,ZYN 6MG CINNAMON 5CT,23
SUPPLEMENTS,,6.0925E+11,ZYN 6MG MENTHOL 5CT,23
WRAPS/FILTERS/HEMP/CONES,,8.50033E+11,HITS BLUNT SWEET,12
SMOKE SUPPLIES,LIGHTERS,1.08528E+13,IGNITUS LED FLASH WNDPRF 50CT,16
,,6.93934E+12,MEGA CANDY SPRAY 12PCS,19.5
SUPPLEMENTS,,6.0925E+11,ZYN 6MG SMOOTH 5CT,23
SUPPLEMENTS,,6.0925E+11,ZYN CHILL 3MG,23
SUPPLEMENTS,,6.0925E+11,ZYN SMOOTH 3MG,23
PLASTIC/PAPER GOODS,,KABOB04,KABOB O+4 WHITE 500CT,0
PLASTIC/PAPER GOODS,,LIBANAIS,LIBANAIS 0+2 WHITE 1000CT,0
PLASTIC/PAPER GOODS,,FRESHMARTWHITE,FRESHMART WHITE 0+4 500CT,0
PLASTIC/PAPER GOODS,,SANABEELQ3,SANABEL Q+3 WHITE PRINT 500CT,0
PLASTIC/PAPER GOODS,,NOONOKABOBO6,NOON-O-KABOB O+6 WHITE 500CT,0
PLASTIC/PAPER GOODS,,LINDYSWHITE,LINDY'S WHITE 0+1 1000CT,0
PLASTIC/PAPER GOODS,,FRESHMARKETBLOCK,BLOCK FRESHMARKET 1+1 1000CT,0
PLASTIC/PAPER GOODS,,PITAINN 3+3,PITA INN 3+3 1000CT,0
SUPPLEMENTS,PILLS,024968777880,STIFF ROX HONEY 12CT,15
TOBACCO VAPE,45mg VAPE,78611603,POSH XL BLUE B ICE 10PK,69.99
TOBACCO VAPE,45mg VAPE,78696372,POSH XL KIWI STRAWBERRY 10PK,69.99
MEDS/DAILY CARE,DEODARANT,022200940221,SPEED STICK POWDER FRESH1.8OZ,2
FOOD & BEVERAGE,ENERGY DRINK,070847898252,MONSTER ULTRA BLUE HAWAIIAN,40.5
FOOD & BEVERAGE,JUICE/MIXERS,072718101218,MR. PURE RUBY GRAPEFRUIT 32OZ,29.75
MEDS/DAILY CARE,MISC,022600300007,TROJAN FEELS,13.5
FOOD & BEVERAGE,SODA,049000054057,COCA COLA SPRITE 2LITER 8CT,22
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE TOBACCO 10CT,105.5
MEDS/DAILY CARE,,3.12546E+11,HALLS BLACK CHERRY 20CT,22.5
MEDS/DAILY CARE,,8.58103E+11,PREGNANCY TEST,1.25
MEDS/DAILY CARE,MISC,073010214095,TAMPAX REGULAR 6PK,18.75
TOBACCO VAPE,90mg Vape,8.10125E+11,GEEKBAR 25K BLACKBLUE BERRY 5C,63
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE STRAW MELON 10CT,105.5
TOBACCO VAPE,60mg VAPE,7.20665E+11,BREEZE PINE PASS FRUIT 10CT,105.5
TOBACCO VAPE,60mg VAPE,6.18149E+11,BREEZE PEACH MANGO 10CT,105.5
MEDS/DAILY CARE,MISC,037000301653,ALWAYS ULTRA THIN 14CT,3.75
ELECTRONICS & ACCESSORIES,,6.50426E+12,MATRIX PANEL 16X64,47.5
TOBACCO,50CT CIGAR,070137500384,BLACK N MILD SELECTMILD5PK10C,55.99
SMOKE SUPPLIES,GRINDERS,003144011130,GRIND COMBO SET DISPLAY ,145
,,8.1597E+11,TWISTED HEMP ISLAND HOPPER,9.75
,,8.1597E+11,TWISTED HEMP BLUE BANANA,9.75
,,8.1597E+11,TWISTED HEMP CALIFORNIA DREAM,9.75
,,8.1597E+11,TWISTED HEMP BUBBLE POP,9.75
,,8.1597E+11,TWISTED HEMP GRAPE BURST,9.75
WRAPS/FILTERS/HEMP/CONES,,8.1597E+11,TWISTED HEMP SWEET,9.75
,,8.1597E+11,TWISTED HEMP ENDLESS SUMMERS,9.75
WRAPS/FILTERS/HEMP/CONES,,8.1597E+11,TWISTED HEMP WRAPS BLUE RASP,9.75
,,3.12844E+11,BAYER 24CT 3PK BOTTLE,10.5
LIQUOR SUPPLIES,,073854024508,BICYCLE PLAYING CARD 12CT,24.75
PLASTIC/PAPER GOODS,,WICKEDBAG,WICKED BAG 2000CT,42.5
PLASTIC/PAPER GOODS,,14.5X19BAG,UNPRINTED 14.5X19 BAG,23.5
TOBACCO,60CT CIGAR,031700237793,WHITE OWL GRAPE 2/1.19 2PK 30C,31
WRAPS/FILTERS/HEMP/CONES,,1.08575E+13,BILLIONAIRE ROSE PETAL WRAPS,13.5
FOOD & BEVERAGE,,7.1941E+11,5-HOUR ENERGY PINK LEMONADE,21.25
FOOD & BEVERAGE,,7.1941E+11,5-HOUR ENERGY ORANGE,21.25
FOOD & BEVERAGE,JUICE/MIXERS,072718101553,MR. PURE APPLE JUICE 64OZ,21.5
FOOD & BEVERAGE,JUICE/MIXERS,072718400397,MR. PURE LEMONADE 64OZ,21.5
MEDS/DAILY CARE,MISC,022600002284,TROJAN G SPOT,15.75
NICOTINE POUCH,,8.55022E+11,ON MINT 4MG,19.75
SMOKE SUPPLIES,PIPES,088169001175,SILVER PIPE SCREENS,7.99
MEDS/DAILY CARE,,094187815182,TUMS CHEWY BITES 50CT,16.5
MEDS/DAILY CARE,,4.0154E+12,ALWAYS NIGHT 8PK,4.5
MEDS/DAILY CARE,,3.0573E+11,ADVIL LIQUI.GELS 50CT,18.5
FOOD & BEVERAGE,JUICE/MIXERS,072718100372,MR. PURE PINE ORANGE 32OZ,29.75
AUTOMOTIVE,,1.00226E+13,MAJESTIC WINDSHIELD WASHER 6CT,15
,,1.06557E+13,GILLETTE GOOD NEWS 24CT RAZORS,17
TOBACCO,SMOKE TOBACCO,047995100131,AMERICAN SPIRIT D. BLUE 5.29OZ,54.5
TOBACCO,SMOKE TOBACCO,047995100933,AMERICAN SPIRIT DARK BLUE POU,53.5
SMOKE SUPPLIES,LIGHTERS,BIC 4 TIER DISPLAY 200PC ,BIC 4 TIER DISPLAY 200PC ,298
FOOD & BEVERAGE,,012000171741,PEPSI  DIET 20OZ 24PK,23
TOBACCO VAPE,42.5mg  VAPE,78693463,POSH PLUS KIWI STRAW 3000 5CT,46.99
TOBACCO VAPE,45mg VAPE,78600140,POSH XL GRAPE SODA 10PK,69.99
TOBACCO,60CT CIGAR,071610341142,DUTCH OG SAVE ON 2 60CT,40.99
AUTOMOTIVE,,079976005005,LOCK DE ICER SUBZERO 1CT,1.5
,,EYECANDY180,EYE CANDY SUNGLASS 180PC,0
SMOKE SUPPLIES,MISC,7.21406E+11,420 GLASS CLEANER 12OZ ,4.25
SMOKE SUPPLIES,,JEWELRY ZIPLOCK BAGS 50CT,JEWELRY ZIPLOCK BAGS 50CT,3
SMOKE SUPPLIES,,00076171939937,LITTLE TREES VARITY 24PK,15.75
ELECTRONICS & ACCESSORIES,,088168556195,I LOVE YOU GLASS ROSE 6IN 24CT,15
,,7.94505E+11,420 ODOR ELIMINATOR GREEN 12CT,27.5
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW CONE TIPS 24CT #CT1,16
SMOKE SUPPLIES,,7.16165E+11,RAW ORG KING ARTESANO 15CT,38
MEDS/DAILY CARE,,3.239E+11,NYQUIL 16CTLIQUICAP 6PK,49.5
PLASTIC/PAPER GOODS,,082665110256,FOAM PLATES 25CT APOLLO,1.05
,,022600999492,TROJAN VARIETY PACK,21.5
FOOD & BEVERAGE,FOOD,041331013314,GOYA MANZANILLA SPANISH OLIVES,3.25
,,MACHINEPALLETWRAP,MACHINE PALLET WRAP 6500,48
FOOD & BEVERAGE,,6.11269E+11,RED BULL YELLOW 12  OZ 4PK,57
SMOKE SUPPLIES,,8.90423E+12,SATYA ROSE INCENSE,8.5
,,070847896166,MONSTER RIO PUNCH 16OZ,40.5
FOOD & BEVERAGE,ENERGY DRINK,070847005247,MONSTER RIPPER 16OZ,40.5
FOOD & BEVERAGE,,070847020547,MONSTER ULTRA BLACK 16 OZ,40.5
FOOD & BEVERAGE,ENERGY DRINK,070847016212,MONSTER ULTRA BLUE 16OZ,40.5
FOOD & BEVERAGE,ENERGY DRINK,070847034636,MONSTER ULTRA FIESTA 16OZ 24PK,40.5
,,070847898153,MONSTER ULTRA  GUAVA 16OZ,42.5
FOOD & BEVERAGE,ENERGY DRINK,070847029007,MONSTER MANGO 16OZ,40.5
SMOKE SUPPLIES,,OG CHILLIUM SINGLE ,OG CHILLIUM SINGLE ,1
SMOKE SUPPLIES,,OG CHILLUM,OG CHILLIUM DISPLAY 100PCS,100
TOBACCO VAPE,70mg VAPE,78690219,POSH MAX5200 GUAVAKIWI 5PK,53.99
WRAPS/FILTERS/HEMP/CONES,,1.08575E+13,BILLIONAIRE HEMP NATURAL 25CT,13.5
WRAPS/FILTERS/HEMP/CONES,,1.085E+13,KING PALM 2PK MINI WATERMELON,32.5
WRAPS/FILTERS/HEMP/CONES,,1.085E+13,KING PALM 2PK MINI BANANA CREA,31.5
LIQUOR SUPPLIES,SALT,023604231038,TWANG BEER SALT LEMONLIME 24CT,32.5
,,4.98718E+12,VICKS VAPORUB 20X25ML,44.5
SMOKE SUPPLIES,,8.10135E+11,BLAZY SUSAN 50CT 1 1/4 CONES,10.99
WRAPS/FILTERS/HEMP/CONES,,7.19499E+11,HIGH HEMP HONEY 25CT,18
WRAPS/FILTERS/HEMP/CONES,,7.19499E+11,HIGH HEMP COOKIE 25CT,18
,,7.87189E+11,RHINO 69 300K,15
MEDS/DAILY CARE,,7.20707E+11,PINK PUSSYCAT HONEY 24CT,26
MEDS/DAILY CARE,,7.20707E+11,VIP HONEY SHOT 12PK,26
SUPPLEMENTS,,8.97941E+11,MAGNUM PREMIUM GOLD HONEY 12CT,15
LIQUOR SUPPLIES,SALT,023604212372,TWANG SRIRACHA SALT 10CT,10.99
LIQUOR SUPPLIES,SALT,023604219630,TWANG MANGO CHILI SALT 10CT,10.99
LIQUOR SUPPLIES,SALT,023604430103,CLAMATO CHILI-LIME SALT 10CT,13.5
FOOD & BEVERAGE,FOOD,023604213584,TWANG CLASSIC CHAMOY,10.99
FOOD & BEVERAGE,,023604213485,TWANG TANGY TAMARIND,10.99
LIQUOR SUPPLIES,SALT,023604213164,TWANG PICKLE SALT 10CT,10.99
PLASTIC/PAPER GOODS,,RO24,FOOD CONTAINER RO-24,17.75
PLASTIC/PAPER GOODS,,RE38,FOOD CONTAINER RE-38,22.25
TOBACCO,60CT CIGAR,025900297480,SWISHER SWEET BLK BERRY 2/99,13.5
TOBACCO,60CT CIGAR,031700009406,WHITE OWL SILVER 2/99,25.99
TOBACCO,60CT CIGAR,025900379315,SWISHER GOLD 2/1.19 60CT,31
FOOD & BEVERAGE,JUICE/MIXERS,014800103816,CLAMATO SWEET SPICY 32OZ,37.5
,,RHINO X LIQUID,RHINO X LIQUID,35
PLASTIC/PAPER GOODS,,GARBAGE BAG 38x58,BLACK GARBAGE BAG 38x58-55GAL,27.5
FOOD & BEVERAGE,SODA,049000053418,COCA COLA 16OZ CAN 24PK,35.5
,,049000053425,DIET COKE CAN 16OZ 24PK,35.5
FOOD & BEVERAGE,JUICE/MIXERS,016229908515,FOCO COCONUT JUICE 24CT,32.5
,,8.11491E+11,SPECIAL BLUE MINI BULLET METAL,21
WRAPS/FILTERS/HEMP/CONES,,8.40439E+11,ZIG ZAG HEMP WRAP OG PURP,13.5
WRAPS/FILTERS/HEMP/CONES,,8.50033E+11,HITS BLUNT BLUEBERRY,12
TOBACCO,40CT CIGAR,071610301900,BACKWOODS ORIG 5PK 40CT,44.5
TOBACCO,40CT CIGAR,071610340305,BACKWOODS WILD RUM 5PK 8CT,44.5
PLASTIC/PAPER GOODS,,6.85758E+11,TOILET TISSUE ROLLS 48 CT,21
PLASTIC/PAPER GOODS,,9OZ,9 OZ PLASTIC CUP 1000CT,31
WRAPS/FILTERS/HEMP/CONES,,8.16568E+11,SHARGIO TUBE 100 RED 250CT ,10
WRAPS/FILTERS/HEMP/CONES,,077170102230,GAMBLR SILVER 100'S 5PK,16.75
SMOKE SUPPLIES,,7.56545E+11,SATYA NAG CHAMPA DISPLAY,58.75
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW PERFECTOPREROLLED CONE TIP,20.5
,,FP306,SPIRAL LINING PIPE 3,2.5
,,FCP302,CONE SHAPED STRAIGHT PIPE 3,1.5
SMOKE SUPPLIES,PIPES,PT489,"3"" RASTA STRIPES PEANUT",2.75
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,077170122436,OCB BAMBOO CONE 1 1/4 6PK,52
WRAPS/FILTERS/HEMP/CONES,,8.40439E+11,ZIG ZAG HEMP WRAP NATURAL,13.5
SMOKE SUPPLIES,,7.16165E+11,RAW ORG 1 1/4 ARTESANO 15CT,37.5
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW ORGANIC 1 1/4 + TIPS 24CT,35
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,7.16165E+11,RAW KING SLIM W/TIPS 24CT CLAS,35
MEDS/DAILY CARE,MISC,022600642084,TROJAN MAGNUM RIBBED 6PK,13.5
MEDS/DAILY CARE,MISC,022600646037,TROJAN MAGNUM THIN 6PK,14
FOOD & BEVERAGE,SODA,COKE REG,COCA COLA 20OZ 24PK,32
TOBACCO,60CT CIGAR,031700237748,WHITE OWL GREENSWT 2/1.19 60CT,31
TOBACCO VAPE,70mg VAPE,78670068,POSH MAX5200 RASPBERRY 5PK,53.99
SMOKE SUPPLIES,,7.0767E+11,TECHNO TORCH 15 CT.,28.5
TOBACCO VAPE,80mg Vape,8.10125E+11,GEEK BAR 15K STRAW MANGO 5C,51.99
TOBACCO VAPE,80mg Vape,8.10164E+11,GEEK BAR 15K COOL MINT 5C,51.99
FOOD & BEVERAGE,ENERGY DRINK,070847033738,MONSTER ULTRA PARADISE 16OZ,40.5
TOBACCO VAPE,80mg Vape,8.10125E+11,GEEK BAR 15K BERRY BLISS 5C,51.99
FOOD & BEVERAGE,SODA,049000050110,COCA COLA DIET COKE2 LITER 8CT,22.5
TOBACCO VAPE,80mg Vape,8.10125E+11,GEEK BAR 15K JUICY PEACH 5C,51.99
FOOD & BEVERAGE,,DIET COKE 2LITER 8CT,DIET COKE 2LITER 8CT,22.5
,,7.16165E+11,RAW ORG KING SIZE SLIM 50CT,51
,,6.55708E+11,BAYER ASPIRIN 25CT,9.75
SMOKE SUPPLIES,,78680807,POSH 0% NIC BLUE RASP 5200 5PK,48
MEDS/DAILY CARE,,6.00109E+12,VASELINE ORIGINAL BLUE  12CT ,11.5
TOBACCO,40CT CIGAR,071610341739,BACKWOODS NOLA 5PK40CT,43.5
WRAPS/FILTERS/HEMP/CONES,,1.08575E+13,BILLIONAIRE HEMP MANGO 25CT,13.5
SMOKE SUPPLIES,,097868152972,BLUNT LIFE SPRAY 20CT,27.5
WRAPS/FILTERS/HEMP/CONES,,1.08575E+13,BOB MARLEY PASSION FRUIT WRAPS,13.5
MEDS/DAILY CARE,,8.99273E+12,LISTERINE 250ML ORIGINAL,3.25
MEDS/DAILY CARE,,4.0154E+12,ALWAYS STANDARD 10PK ,3
SMOKE SUPPLIES,PIPES,DRAGAMPIPE,DRAGAM PIPE RJ-6,1.5
WRAPS/FILTERS/HEMP/CONES,,016165006597,ZEN TUBES BLUE KING 250CT/BOX,3
,,7.02941E+11,REAL KRATOM BORNEO 65CT,5.75
,,7.02941E+11,REAL KRATOM BALI 65CT,5.75
,,7.02941E+11,REAL KRATOM MULTI STRAIN 65CT,5.75
,,7.02941E+11,REAL KRATOM MAENG DA 65CT,5.75
,,7.02941E+11,REAL KRATOM RED MAENG DA 100MG,6.15
,,7.02941E+11,REAL KRATOM MAENG DA 100MG,6.15
,,7.02941E+11,REAL KRATOM BALI 1OOMG,6.15
,,7.02941E+11,REAL KRATOM MALAYSIAN 100MG,6.15
,,7.02941E+11,REAL KRATOM WHITE MAENG DA 100,6.15
SMOKE SUPPLIES,,8.10129E+11,BLUE DIA PINK LEMONADE,55
SMOKE SUPPLIES,,8.50115E+11,POWERMATIC 4 CIG INJECTOR,68.5
ELECTRONICS & ACCESSORIES,,8.50115E+11,POWERMATIC 5 CIG INJECTOR,218.5
FOOD & BEVERAGE,,COCA COLA DIET COK 1LITER,COCA COLA DIET COKE 1L 12CT,26
,,8.15154E+11,NOS 24OZ 12PK,39.75
LIQUOR SUPPLIES,,073854000922,BEE NEW PLAYING CARDS,28
FOOD & BEVERAGE,ENERGY DRINK,6.11269E+11,RED BULL GREEN 8.4 OZ 24CT,39
FOOD & BEVERAGE,,6.11269E+11,RED BULL YELLOW 8.4 OZ 4PK,39
PLASTIC/PAPER GOODS,,RED,RED SHOT GLASS,1.25
,,7.19411E+11,5-HOUR EXTRA COOLMINT LEMONADE,23.25
SMOKE SUPPLIES,,G554P,55MM 4 PART GRINDER ,4.75
,,6.86751E+11,RHINO 69 300K,50
TOBACCO VAPE,110mg Vape,78622845,POSH 30K MINT 5CT,68.5
FOOD & BEVERAGE,SODA,00021136050622,TOPICHICO GLASS 25.4OZ 12PK,31.8
SMOKE SUPPLIES,LIGHTERS,DISPOCASE,DISPOSABLE CLEAR LIGHTERS CASE,80
TOBACCO,60CT CIGAR,071610340237,DUTCH BLUE SAVE ON 2 30CT 2PK,40.99
SMOKE SUPPLIES,,8.90423E+12,NAG CHAMPA,9.5
LIQUOR SUPPLIES,,7.56546E+11,SPANISH PLAYING CARDS,20
FOOD & BEVERAGE,ENERGY DRINK,070847015543,MONSTER ULTRA ZERO 16OZ,40.5
FOOD & BEVERAGE,ENERGY DRINK,070847022916,MONSTER JUICE 16OZ,40.5
FOOD & BEVERAGE,ENERGY DRINK,070847811275,MONSTER BLUE 16OZ,40.5
FOOD & BEVERAGE,ENERGY DRINK,MONSTER,MONSTER GREEN 16 OZ 24CT,40.5
AUTOMOTIVE,,3.00762E+13,LITTLE TREE VANILLAROMA,15.75
FOOD & BEVERAGE,,6.1127E+11,RED BULL ZERO SUGAR 12 OZ,57
FOOD & BEVERAGE,,6.1127E+11,RED BULL ZERO SUGAR 8.4 OZ,39
SMOKE SUPPLIES,,8.50296E+11,BEST WHIP CREAM CHARGERS 50CT,18.75
PLASTIC/PAPER GOODS,,21485X50,2 1/4 x 85 THERMAL ROLLS 50CT,21
PLASTIC/PAPER GOODS,,DARTRED,DART RED CUPS 16OZ 16CT,1.25
FOOD & BEVERAGE,,078000082401,DR.PEPPER 20OZ,28
FOOD & BEVERAGE,ENERGY DRINK,070847810704,MONSTER ASSAULT 16OZ,40.5
FOOD & BEVERAGE,,6.11269E+11,RED BULL 12OZ 4PK ELDERFLOWER,57
ELECTRONICS & ACCESSORIES,,00041333086613,DURACELL C 2PK 8CT BATTERY,27.5
MEDS/DAILY CARE,,6.30809E+11,HONEYGIZER 24CT,62
WRAPS/FILTERS/HEMP/CONES,,1.08575E+13,BILLIONAIRE HEMP GRAPE 25CT,13.5
FOOD & BEVERAGE,FOOD,00041594258446,PEANUT PATCH 16OZ CUPS 500CT,39
SMOKE SUPPLIES,MISC,00720760156372,RE-FRESH TBV ASST,35.5
SMOKE SUPPLIES,PIPES,#21 GLASS PIPE,#21 GLASS PIPE,36
SMOKE SUPPLIES,,8.71629E+12,THREE KINGS 10ROLL 100PC,9.75
SMOKE SUPPLIES,ESSENCE,7.90493E+11,420 ODOR ELIMINATOR BLUE 12CT,27.5
SMOKE SUPPLIES,MISC,00076171941930,LITTLE TREE ASSORTED CAN 12CT,15.75
MEDS/DAILY CARE,PILLS,016500591733,ALKA-SELTZER ORGI 58CT 2PK,15.75
LIQUOR SUPPLIES,SALT,023604265019,TWANG BEER SALT HOT  LIME 24CT,29.5
FOOD & BEVERAGE,JUICE/MIXERS,023604920109,TWANG MICHELADA COCKTAIL 2.5OZ,18.5
,,7.16165E+11,RAW PRE-ROLLED TIPS 100/TIN,26.5
TOBACCO,30CT CIGAR,031700235454,GAME LEAF W RUSSIAN 2/1.29 15C,17.99
FOOD & BEVERAGE,ENERGY DRINK,070847027355,MONSTER ULTRA VIOLET 16OZ,40.5
,,079298200003,EVIAN 1L 12 PK,25
,,078000052404,A & W ROOT BEER 20 oz,28
,,078000152401,CANADA DRY 20 oz,28.5
SMOKE SUPPLIES,LIGHTERS,070330619081,BIC CHICAGO BEARS 50CT,78.5
SMOKE SUPPLIES,PIPES,IMB100,5 INSIDE OUT MED BUBBLER,5
SMOKE SUPPLIES,PIPES,7 PIPE,7 PIPE,5.5
,,FGH01,GLASS HAMMER BUBBLER 5 5,4
SMOKE SUPPLIES,PIPES,XMB70,XMB -70 SMALL BUBBLER 70G 1CT,4.25
MEDS/DAILY CARE,EYE DROPS,8.52683E+11,VISINE 6PK,10.5
TOBACCO,60CT CIGAR,031700233900,WHITE OWL SAVEON2 W.PEACH 60CT,40.99
FOOD & BEVERAGE,JUICE/MIXERS,00016600001057,ROSES LIME JUICE 12OZ LS12,39
PLASTIC/PAPER GOODS,,8.02745E+11,WINE GIFT BAG 12CT ,11.5
SMOKE SUPPLIES,,7.84762E+11,ZIG ZAG BLUE KING  TUBES 5PK ,12.5
WRAPS/FILTERS/HEMP/CONES,,8.16568E+11,SHARGIO RED CIG TUBE 200 KING,11
SUPPLEMENTS,,7.92138E+11,VVIP HONEY PLATINUM,10
SUPPLEMENTS,,6.01574E+11,BLACK PANTHER HONEY,15
LIQUOR SUPPLIES,,9.00739E+13,AVIATOR PLAYING CARDS 12PK,18.99
FOOD & BEVERAGE,,070847898337,MONSTER VIKING BERRY 16OZ,40.5
FOOD & BEVERAGE,,7.19411E+11,5-HOUR ENERGY POMEGRANATE,21.25
,,WARNER C2C,WARNER C TYPE TO C TYPE,2
FOOD & BEVERAGE,,7.1941E+11,5-HOUR ENERGY GRAPE,21.25
TOBACCO,60CT CIGAR,025900296353,SWISHER GREEN 2/1.19 60CT,31
TOBACCO,50CT CIGAR,070137500230,BLACK N MILD WINE 5PK 10CT,61.5
TOBACCO,SMOKE TOBACCO,077170466226,TOP REGULAR POUCH MENTHOL7.2OZ,53.99
SUPPLEMENTS,,7.93574E+11,SW PILLS 24CT,32
MEDS/DAILY CARE,MISC,022600926207,TROJAN ULTRA THIN 6PK,9.5
LIQUOR SUPPLIES,,6.55708E+11,CORK SCREW PLASTIC 24CT,21
TOBACCO,30CT CIGAR,025900359058,SWISHER LEAF IRISH 3PK 10CT,27.99
TOBACCO,60CT CIGAR,8.58765E+11,SHOW CIG SWEET 5 FOR 1 ,12.2
TOBACCO,60CT CIGAR,8.58765E+11,SHOW CIG PINEAPPLE BUZ5 FOR 1 ,12.2
TOBACCO,60CT CIGAR,SHOW MOTA ISLAND 15X5,SHOW MOTA ISLAND 15X5,12.25
